id,keyboard_accuracy,keyboard_speed_task_1,keyboard_speed_task_2,keyboard_speed_task_3,keyboard_speed_task_4,keyboard_distance,keyboard_block_moves,keyboard_horizontal_rotations,keyboard_vertical_rotations,leap_accuracy,leap_speed_task_1,leap_speed_task_2,leap_speed_task_3,leap_speed_task_4,leap_distance,leap_block_moves,leap_horizontal_rotations,leap_vertical_rotations
5,0.9259259259259259,13475,5867,14900,13799,18634.05958533312,1,24,0,0.236144578313253,204143,159766,420034,409732,1.1542248884576866E7,43,53,44
