id,keyboard_accuracy,keyboard_speed_task_1,keyboard_speed_task_2,keyboard_speed_task_3,keyboard_speed_task_4,keyboard_speed_task_5,keyboard_speed_task_6,keyboard_speed_task_7,keyboard_speed_task_8,keyboard_speed_task_9,keyboard_distance,keyboard_block_moves,keyboard_horizontal_rotations,keyboard_vertical_rotations,leap_accuracy,leap_speed_task_1,leap_speed_task_2,leap_speed_task_3,leap_speed_task_4,leap_speed_task_5,leap_speed_task_6,leap_speed_task_7,leap_speed_task_8,leap_speed_task_9,leap_distance,leap_block_moves,leap_horizontal_rotations,leap_vertical_rotations
1,0.9753086419753086,12253,13996,15709,21196,16657,31173,25823,53284,30280,62220.9530223222,7,9,83,0.3348729792147806,120439,70700,171580,322021,61828,441040,190786,118189,179583,1.0312422643528795E7,56,207,34
2,0.9753086419753086,12253,13996,15709,21196,16657,31173,25823,53284,30280,62220.9530223222,7,9,83,0.3348729792147806,120439,70700,171580,322021,61828,441040,190786,118189,179583,1.0312422643528795E7,56,207,34
